名称,评论时间,评论详情
山居小院2,2018-12-09T06:27:00.000Z,房间很干净  院子很大 关键老板人一级棒噢强烈推荐在老板家打火锅噢鸡肉一级棒
山居小院2,2018-12-02T08:06:50Z,"带着小狗来大草原玩,按照导航的位置过来准确,大人和小狗都受到了很好的照顾｡房东还带着自家小狗为我们领路,相当贴心有耐性｡周边不像热门景点那样有餐馆,但是房东妈妈做的饭菜非常好吃,有很多地道的自家食材,有着客家菜清淡而鲜香的特色,分量巨大,非常满足了｡房间是传统房子改建,干净整洁｡可能是平房的缘故,会比较潮湿一些,住在阁楼上铺应该会更舒适一些｡"
山居小院2,2018-11-18T08:41:40Z,"小哥很热情,解答我们所有问题,还送了一个小水缸,多谢多谢｡
阿姨厨艺好,芋头鸭好吃好吃｡
房子干净,装修明显花了很多心思｡
就在罗坑水库边,环境一流｡"
山居小院2,2018-11-12T08:41:52Z,"房东一家人都非常好客,尤其是房东妈妈,煮的饭非常好吃!住宿环境不错,离大草原走路大概20分钟｡还有鱼塘｡下次会再去的｡"
山居小院2,2018-10-03T07:28:03Z,"地理位置优越,风景秀丽,水库､草原就在旁边,房东小哥还是个纯朴热情的当地人,谢谢几天的照顾"
山居小院2,2018-10-02T06:49:42Z,"地理位置优越,就在罗坑水库旁,徒步可到罗坑大草原,房东很好说话,是个热情好客的当地人｡"
山居小院2,2018-09-28T06:37:21Z,"房东特别贴心热情,我们到的很晚,房东一直在等我们,经常对我们讲有什么事联系他,早餐也放在桌上很暖"
山居小院2,2018-09-27T06:49:47Z,"住房体验非常好,室内设计的调性是我喜欢的,古朴自然干净舒适,老板是个帅小伙,人很好很热情,老板的妈妈做得饭菜很好吃｡民宿离草原很近,去小草原步行几百米就到了,水景比较多,我们是一吃完早餐就去了,没有其他游客,独占美景哈哈哈,去大草原建议开车走大路过去,十来分钟就到了,若是想体验乡间小路的也可以走小道,杂草会比较多,也要走十多分钟,到了之后有很大一片草原,还有牛群,我的狗子在草上放飞自我｡总的来说,是个值得一去的地方｡"
山居小院2,2018-08-19T08:55:12Z,"1,住宿独立于主人家,设计合理,干净整洁｡
2,位置稍远,从高速下来在317县道上开了近40分钟｡但是去罗坑大草原就特别方便,步行5分钟可到｡去茶岩顶开车20分钟,猴寨40分钟(山路有点难开,新手不建议去)
3,建议傍晚去大草原,不晒时才好玩,可以划竹排｡茶岩顶夏天不适合登山,冬天才好玩｡猴寨溯溪不错,但进去的路有点难走｡
4,老板家人好,纯朴,热情,去猴寨时还专门找了几个当地朋友一起去,确保客人安全｡
5,老板家伙食挺好,纯天然,丰盛,分量足｡"
英德市区花园小区豪华沿河双人套房 风景优美 交通便利,2019-02-13T05:45:52.000Z,"性价比高,房东好人"
英德市区花园小区豪华沿河双人套房 风景优美 交通便利,2018-12-31T06:23:21.000Z,"晚上超级冷的时候入住!房东来带我们~
环境好,干净卫生,设施齐全,如果价格再便宜一点就好了｡"
市区高档住宅小区江边温馨2房整租,2018-08-18T07:38:42.000Z,"房东人很好,房子基础设备也很齐全"
英德市区高端时尚公寓,2019-02-09T08:05:27.000Z,"房子舒适,里面样样俱全,有家的感觉,适合带娃出去旅行的居住｡房东耐心解答和周边指引,比起居住大酒店自由好!"
英德九龙/洞天仙境/胜峰客栈/清新双人房,2018-11-04T07:07:01.000Z,"位置不错,离景区很近,附近也有很多民宿,房东反应迅速,交流通常,主动帮忙安排我朋友的其他房间"
英德九龙/洞天仙境/胜峰客栈/清新双人房,2018-09-13T08:34:21.000Z,挺好的
英德九龙/洞天仙境/胜峰客栈/标准双人房,2018-09-13T06:06:12.000Z,"位置还挺不错,住的也挺舒服"
"英德市仲达街收音机5号别墅六居(还有一套五居别墅在该房源对面,点击头像,下拉到最后可看到)",2019-01-13T06:13:27.000Z,"房间和客厅很大,感觉算整洁,装修不是特别豪华,但也不错,房东挻热情,有问题很快回复,厨房有基本的煮食设施,我们一大家人,不睡觉的时候可以在客厅喝茶聊天,周边的小超市很多,非常方便,比租酒店好多了,一次不错的体验,下次有机会还会再租的"
"英德市仲达街收音机5号别墅六居(还有一套五居别墅在该房源对面,点击头像,下拉到最后可看到)",2018-10-03T07:24:19.000Z,"非常棒的房子很实惠,去英德周边都不远而且很大,但是还是隔壁的九号别墅好一点"
"英德市仲达街收音机5号别墅六居(还有一套五居别墅在该房源对面,点击头像,下拉到最后可看到)",2018-10-02T08:18:37.000Z,大家都希望你再添一个冰箱｡
欧式豪装~幸福里亲子温泉别墅(有泳池),2019-02-07T08:27:04.000Z,"院内环境不错,小孩玩得很开心,管家很热情,反应很及时｡｡｡值得推荐"
九龙浩浩小筑,2018-11-04T07:48:44.000Z,"民宿挺干净整洁的   房东的服务好周到热情
民宿位于岭下村 离九龙镇上有一点点路程 但是挺适合自驾游的 停车方便  夜晚幽静"
英德市奇洞温泉度假村汤山别墅307,2019-01-21T06:54:19.000Z,"有点旧,但就房价而言,含无限次泡温泉及早餐还是可以接受的｡"
英德市奇洞温泉度假村汤山别墅307,2018-12-09T08:22:52.000Z,"房主热情好客,棒棒棒"
英德市奇洞温泉度假村汤山别墅307,2018-10-28T07:14:09.000Z,……
英德市奇洞温泉度假村汤山别墅306,2019-01-01T06:17:05.000Z,安静 整洁 方便
旅驿阳光,2019-03-15T07:10:06.000Z,"为了考车试而来的,性价比不错,环境还好,挺干净"
旅驿阳光,2019-02-09T06:23:42.000Z,房间很不错
旅驿阳光,2018-12-20T05:40:00.000Z,第二次入住! 真的很不错 让我二次入住的理由是安全 !干净! 感谢您提供了我们假期旅途安全温馨的一晚!
旅驿阳光,2018-12-14T08:44:01.000Z,"卫生很好,住的很不错,搭配也挺好看的,挺别致的,性价比高,确实比一般的酒店好多了"
旅驿阳光,2018-12-13T05:54:00.000Z,感谢您给我们一个安全温暖的住宿 你很注意细节 让我们有宾至如归的感觉 著名的英红九号红茶 饼干 房间很干净这让我们住起来很舒服  幸运选择了你!
碧桂园2房4床别墅,2019-02-17T06:38:42.000Z,"环境非常好,安静舒适"
"罗马假日度假屋【碧桂园英伦小镇全新两室一厅,享受阳光与宁静,郊游赏秋】",2019-01-01T07:48:16.000Z,"在碧桂园别墅区最后面的多层住宅里面,地理位置上没车不太方便,然后停车场收费了｡
房间很温馨,装修别致､品位,看过了有人把照片当照骗后,这家很实在,真实反映房屋｡
离开的时候遇到当地农民因为征地问题拦路闹事｡所以一直不太喜欢碧桂园,激进式的开发带来各种隐患｡"
佛冈碧桂园森波拉温泉带麻将3房一厅公寓,2019-01-04T07:49:20.000Z,"房子挺宽敞的,还很干净,和几个朋友去玩刚好够住,去到那里房东找了管家来带我们,很方便 不用我们找半天,附近还有温泉谷 去泡泡温泉 放假去放松一下真舒服"
佛冈碧桂园森波拉温泉带麻将3房一厅公寓,2019-01-01T06:09:26.000Z,"房源跟图片描述不一样,晚上会停电,环境和服务不好｡"
佛冈碧桂园森波拉温泉带麻将3房一厅公寓,2019-02-09T05:58:22.000Z,"房子很乾淨,這點最滿意!
還配有麻將台,可以跟家人朋友一起娛樂!
但是可能因為房子新裝修的緣故,味道有點重｡基本的爐具也沒有,希望這點可以改善｡
其他一切都不錯的!"
佛冈碧桂园森波拉温泉欧式复式公寓,2019-02-17T08:20:40.000Z,"只能说,人沟通是没有问题的,但房型不符,冰箱异味巨臭,没有下一次,分给的是人还可以沟通,还有自己去度假的心"
佛冈碧桂园森波拉温泉欧式复式公寓,2019-02-04T07:46:39.000Z,"在约定地点等了近半小时房东才到,整体装修布置与照片有差距,停车需要收费,299一晚性价比一般"
佛冈碧桂园森波拉温泉欧式复式公寓,2019-02-03T05:58:51.000Z,"当时就是看了图片装修不错就下订了,但是来到发现跟图片相比差别还蛮大的,少了很多装饰!还有的就是虽然管家回复的态度不差,但是总感觉是在忽悠我,房间一个空调遥控器和电视遥控器的电池都没有电的,我反映给管家,他说马上找人送新电池过来,可是一晚上都没有人来过,最后我是拆了另一台空调遥控器里的电池换给电视遥控器才看上电视的｡最后,建议房间配多两张被子放在柜子里,冬天夜晚还是挺冷的!"
佛冈碧桂园森波拉温泉欧式复式公寓,2019-01-12T05:33:01.000Z,"房子够大 就在小区里 环境也好 治安也很好 离泡温泉就2公里  推荐!
事先跟房东沟通过能否带狗子 都爽快的答应了 非常好的房东｡但是房子是给碧桂园管家管理的,入住不提供房卡 只提供房间钥匙 要联系管理处才能开一楼的门 比较不方便,碧桂园管家服务态度一般般 接待的时候没有笑容 连洗好的被单枕头套都晾在阳台没有收 建议房东给管家那边反馈下,第二天退房的时候管家让我们先自行退房,把钥匙给保安亭保安即可离开,但并没提前跟保安沟通好,导致保安不肯收钥匙,态度也不怎么好｡
总体来说,房子性价比高,房东不错,建议换个管家,真的没有笑容｡"
佛冈碧桂园森波拉温泉欧式复式公寓,2018-12-16T06:27:15.000Z,整体性价比高
清远恒大金碧天下盈宝小筑,2018-12-16T06:33:06.000Z,"唯一一点针对我这次出行的不好的地方,就是位置不够理想,离最近的温泉路程大概有50公里左右,离古龙峡还可以10公里能接受,不过晚上真的很安静,空气质量也很好"
<特价>英德市奇洞温泉汤山别院豪华别墅含溶洞温泉票,2019-02-08T06:11:00.000Z,其实各方面都很不错｡
<特价>英德市奇洞温泉汤山别院豪华别墅含溶洞温泉票,2019-01-01T05:12:13.000Z,"2018即将从你我手指上流走,明天就成为历史,就让我们用一只手抓住2018最后的尾巴,用一只手接住2019的幸福快乐吧…
2019新年快乐!
第一次选择“爱彼迎”订房,第一次选择民宿,非常幸运,遇见如此好服务的房东,服务满分,房子满分,温泉满分…
2019跨年夜,我们一家的美宿之旅,在英德奇洞温泉小镇度过了很多的欢乐时光,感恩遇见!"
<特价>英德市奇洞温泉汤山别院豪华别墅含溶洞温泉票,2018-12-09T06:42:27.000Z,"漂亮的房东姐姐和先生都是超nice的,一直很耐心的回答我们的问题,提醒我们需要准备的东西｡我们中午到了别墅后就给我们安排房间和被子,提前帮我们开了暖气,送了奇洞温泉的门票还介绍了最值得去的溶洞池,以及周边好玩的景点和当地的美食,晚上因为下雨阳台没办法烧烤就空了车库给我们使用,我们带的碳烧不着还给了自己的碳我们用,给我们开了酒,烤了番薯｡第二天早上我们去泡温泉的时候还让我们慢慢玩,不需要赶时间｡别墅的位置很好找,景观也好,每层都有独立的洗手间,房间都很宽敞,每个房间都有暖气,客厅也有暖气,厨房里的用具也很齐全,还给我们准备了碗筷,每一处都很用心,让我们感到十分的温暖,我们的周末过得很愉快,感谢｡期待下一次的相遇!"
<特价>英德市奇洞温泉汤山别院豪华别墅含溶洞温泉票,2018-11-25T06:50:09.000Z,"房东是个美女姐姐,下订单后房东姐姐就给我电话问清楚我们入住几人,房间要怎么安排,入住时间等,这一切都让我觉得很安心｡等我们到了后,房东姐姐就给我们详细的介绍了别墅和温泉的情况,包括房间的位置啊,还有浴袍放在哪里了啊,厨房里的设备介绍,还介绍了当地的景点和美食推荐｡还特地给我们准备了小零食,嗯都好好吃(๑´ڡ`๑)｡在别墅休息了会出发去温泉,很贴心的给我们都准备好了钥匙柜,还介绍了温泉里比较特色的溶洞｡晚上睡觉时怕我们冷,给我们多准备被子还让我们开暖气｡晚上我们在客厅吃烧烤喝红酒,还很热情的帮我们摆好菜品开好红酒,还问我们要不要放歌活跃气氛,一切都非常完美,非常感谢房东姐姐的热情款待,下次有机会一定再去!!"
清远恒大金碧天下盈宝语轩,2019-02-07T07:47:27.000Z,"和善的房东,服务热情迅速的管家,总之来说是不错的一次体验｡"
清远恒大金碧天下盈宝语轩,2018-12-31T06:25:09.000Z,"房子很新很干净,房主说是夏天才装修的,ktv音响不错,管家也照顾得很周到,还介绍地方给我们去吃农家菜...不过因为去的当天是最冷的,房子里面没有暖气,如果有暖气是最好的...另外,可能当天下雨,电线有短路,晚上停了3次电...但总体来说,性价比很高,不错..."
英德度假温泉旅游小镇北欧风格大3房整租,2019-01-04T06:06:46.000Z,"很好的房东,满意的旅程"
(连着两套)清远碧桂园温泉ktv麻将烧烤望湖东南亚风四房别墅,2019-01-06T06:46:13.000Z,"负一楼的ktv可以撤走了,或者放在别的地方吧｡太拥挤了,想唱k的人不好意思去别人房间,晚上睡觉的人说两个音箱放在那里好吓人"
(连着两套)清远碧桂园温泉ktv麻将烧烤望湖东南亚风四房别墅,2018-12-10T05:49:43.000Z,"公司聚会,订了两套别墅,卫生好,花园的确挺大,房子也挺漂亮的,房东和管家也热情,大家玩得好嗨森"
清远恒大世纪旅游城古龙峡漂流云天玻璃桥豪华别墅01,2019-02-10T07:31:07.000Z,"很好,餐具齐全"
清远恒大世纪旅游城古龙峡漂流云天玻璃桥豪华别墅01,2019-01-01T05:12:38.000Z,"装修风格很欧式,很宽敞很舒服"
清远佛冈碧桂园温泉带麻将舒适两房公寓,2018-12-18T07:32:12.000Z,公寓很大很干净 还有一张麻将机 打了一晚上的麻将 很开心 附近还有很多景点 有温泉谷 还有一个英伦小镇 房东的服务态度也很好 对于这次旅途很满意 玩的很开心 下次还会再来
"天空之城,森林里的复式观景微墅,佛冈碧桂园聚会度假趴体好嗨哦",2018-12-31T06:55:44.000Z,"开车5min到温泉酒店,相比酒店的房间性价比挺高了,房间宽敞干净,就是楼上没有洗手间不大方便｡总的来说还是挺好哒,推荐入住!"
佛冈碧桂园清泉城绿野仙踪度假屋,2019-02-06T07:33:56.000Z,客服人员还是相当不错的
佛冈碧桂园清泉城绿野仙踪度假屋,2019-01-13T07:13:58.000Z,"房东美女很热情,周到｡环境安静,空气好,房间设施很不错,床也很舒服,每个房间都有空调,真是物超所值,下次带朋友一起去"
暖窝,2019-02-14T08:48:42.000Z,下次有机会还会在那边住的
恒大生态城(古龙峡､云天玻霸玻璃桥､清泉湾､英西峰林､太和古洞)温馨湖山景观4房1厅3卫套房,2019-02-11T07:27:56.000Z,"干净舒适,长辈们都挺满意的｡去古龙峡很方便,房东Steven很好,很负责"
连江口温泉入户房,2019-02-08T08:23:48.000Z,"住宿是绝对好的,还送温泉券,不过记住哦下面的温泉里面毛巾拖鞋储物柜都是要另外收费的,不过也不贵｡"
山居小院,2019-03-02T05:43:21.000Z,"因为下雨,我们就待在小院,享受氧气SPA,一路走过来,偏远了一点,但我和老友们都超级享受｡回归了原始生活,好多年没试过晚上9点多就睡觉的日子啦!总而言之,言而总之这是一个适合放下一切都市压力修养的好地方｡谢谢老板和家人的招待,你家的饭菜真的好好吃"
山居小院,2019-02-08T07:07:23.000Z,"这种小复式的本屋结构,是小家庭游玩的首选 ,简洁,独立｡房东热情待客,带我们去后山的参观茶园,小路可走去草原,原生态,是休闲的好去处(听闻夏天来游玩更爽,草原草更绿,也可下小溪玩耍,还可以在水库钓鱼｡｡｡｡好期待)｡房东妈妈会弄拿手好菜,可在小院内就可以解决吃的问题,方便｡我们更喜欢自助:抓鸡,拾松枝,生火,摘菜,弄柴火鸡,打火锅,自己动手,别有一番风味,有兴趣的朋友可以一试｡总体感觉不错,还会再来｡"
山居小院,2019-02-05T07:05:54.000Z,"房主非常热情好客,饭菜分量特别足~~"
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.江景如画.全江景1幢1004房,2019-03-10T06:59:31.000Z,"交通便利,周围热闹但宁静｡屋子景观很好,直面北江｡楼下温泉不算大规模,但景观十分值得,性价比高｡屋内生活设施配备齐全,品质很不错｡适合度假慢生活｡去浈阳旅游小镇很方便,沿着国道往英德市区方向开,一路水流+山景,十分惬意｡谢谢房东这么有心地布置屋子｡"
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.江景如画.全江景1幢1004房,2019-02-10T07:17:03.000Z,"早上买了温泉票30元一张,只开放了个别几个池,我建议以后其他客人不要早上去泡"
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.江景如画.全江景1幢1004房,2019-02-09T08:49:38.000Z,"格局不错,而且景色优美,最赞房间里用的床上用品,犹如家的感觉｡而且非常贴心,同时提供了附近游玩项目,所以本次说走就走的行程很轻松,谢谢"
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.江景如画.全江景1幢1004房,2019-02-08T07:08:23.000Z,"新公寓,装修有格调,房间装饰和用品都很考究,室内卫生做的特别好,50元买温泉水就可以在阳台好好泡一下,房东准备的夜间氛围灯超有感觉,总之,很满意的一次体验!!!房东用投影仪代替电视机,个人感觉不很实用,画面质量和音响效果都不如电视机"
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.南北通透.半江景2幢1602房,2019-03-10T07:11:52.000Z,"度假的好地方｡屋子很新很用心布置,配用的床品和东西都挺好｡楼下温泉很方便｡停车免费｡去浈阳坊旅游小镇很方便｡好山好水好地方"
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.南北通透.半江景2幢1602房,2019-03-03T08:03:34.000Z,价格贵了点 还不包温泉 在前台得知他们的房费是包温泉的 有点小贵 其他还行~
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.南北通透.半江景2幢1602房,2019-02-17T05:58:55.000Z,"房子位置不错,周边餐饮方便,经济美味,后半夜入住的,密码锁有点问题,没办法开门,好在老板半夜仍然帮忙解决"
英德连江口镇云海碱泉养生公馆·私家温泉·北江温泉.南北通透.半江景2幢1602房,2019-02-07T06:18:42.000Z,"新装修的房子,空间够大｡江景也美"
【宝晶宫/温泉】英德/市中心/城市广场/复式公寓/100㎡,2019-03-24T05:14:09.000Z,"房子很大,很新,房东很细心地带我们入住,性价比超高!"
【宝晶宫/温泉】英德/市中心/城市广场/复式公寓/100㎡,2019-03-17T08:36:09.000Z,性价比超高的 价格优惠不说 里面就阁楼大空间的商品房 可以很多人入住 体验极好 也在市中心
宝晶宫附近英德市区现代风装修三房两厅两卫,2019-03-03T08:55:11.000Z,"总体很棒,75寸超大电视,看恐怖片一流"
清远/英德/英西峰林走廊/峰林里艺术空间,2019-03-05T08:47:04.000Z,"环境太美了｡青山绿水的大自然无敌治愈｡在院子里晒太阳都感觉不舍得离开｡老板娘人超nice,她家还有餐厅,院子里自种的青菜吃起来超甜｡下次还会再来,太舒服了｡"
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2019-02-17T07:38:18.000Z,和预期差不多
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2019-02-05T07:55:30.000Z,"年30选择了这里过一个特别的年,这里装修清新淡雅,全部都是房主叔叔自己一手搭建,小地方的装饰,也让人很惊喜的呢｡无论我们有什么问题叔叔都第一时间给我们提供帮助,十分谢谢~"
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2017-02-08T02:36:52.000Z,"非常棒的房源,风格独特的木式装修,环境非常棒!房东是一位非常友好的叔叔,为我们准备烧烤的用具｡非常开心的一次出游｡"
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2016-12-04T01:02:36.000Z,房东非常好
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2016-01-02T18:51:23.000Z,"房子特别棒,房主信叔是个很nice的人,热爱木工,连房间里面的装潢都是亲自设计制作~还有一只小胖妞狗狗妞宝儿~非常愉快的一次旅行~"
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2015-11-15T17:44:37.000Z,盆友说还不错
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2019-02-09T05:28:16.000Z,"房东很热情,泡温泉也很方便"
#清远#森波拉奇妙世界 羊角山风景区佛冈碧桂园清泉城#清泉小筑# #温泉#许您美好假期｡,2016-11-02T01:39:43Z,It's a nice place and family. Thanks for all.
美好源自天然!清泉小筑让您自由亲近羊角山风景区森波拉奇妙世界的美景!,2018-10-03T06:26:46.000Z,"房间很干净整洁,有阁楼,床位很多,五个人来都没问题｡房间设计以木为主,很舒服,但得出房东有用心,房东说他的水是井水,还有在房间里准备茶壶,方便泡茶｡房东很nice,有什么问题都可以跟他说,跟他聊天也很有趣,是个见多识广的人｡推荐大家来"
美好源自天然!清泉小筑让您自由亲近羊角山风景区森波拉奇妙世界的美景!,2016-10-04T02:08:45.000Z,"很好的住宿体验,房主先生很有意思,满满地匠人精神,自己亲手打造的房子｡"